sentence,label
"Im Januar bis September 2010 erhöhte sich der Nettogewinn von Fiskars gegenüber dem Vorjahr um 14 % auf 65,4 Mio EUR und der Nettoumsatz von 487,7 Mio EUR auf 525,3 Mio EUR .",2
"Das Nettoeinkommen aus Lebensversicherungen stieg von 14,0 Mio EUR auf 16,5 Mio EUR und das Nettoeinkommen aus Schadenversicherungen auf 22,6 Mio EUR von 15,2 Mio EUR im Jahr 2009 .",2
"Nyrstar hat sich auch bereit erklärt, Talvivaara bis zu 150.000 Tonnen Schwefelsäure pro Jahr für die Verwendung in Talvivaara Auslaugungsverfahren während der Zeit der Lieferung des Zinks in Konzentrat zu liefern.",2
Der Umsatz ist in anderen Exportmärkten gestiegen .,2
Der Umsatz stieg aufgrund steigender Marktraten und erhöhter Operationen .,2
Die Vereinbarung stärkt unsere langfristige Partnerschaft mit Nokia Siemens Networks .,2
"Das Unternehmen schätzt auch die bereits getätigten Investitionen auf einen Anstieg des Nettoumsatzes für 2010 ab 2009, als sie 141,7 Mio. EUR erreichten .",2
"Das Auftragsbuch des Unternehmens lag am 30 . September 2007 bei 1,5 Mrd Euro $ 2,2 Mrd Euro , was einem Anstieg um 24,2 Mio Euro gegenüber dem Vorjahr entspricht , wobei internationale Aufträge in Höhe von 365 Mio Euro $ 534,3 Mio Euro betrugen .",2
"Das Unternehmen sagte , dass die Papiernachfrage in allen seinen Hauptmärkten , einschließlich der Publikationspapiere , stieg und dass es erhöhte sich durchschnittliche Papierpreise um 4 Prozent im Vergleich zum Vorjahr .",2
"Der weltweit zweitgrößte Edelstahlhersteller sagte , dass der Nettogewinn im Dreimonatszeitraum bis zum 31 . Dezember von 172 Mio . Euros auf 603 Mio . US$ 781 Mio . oder 3 ,33 US$ 4 ,31 pro Aktie oder 0,94 Euros pro Aktie im Vorjahr gestiegen ist .",2
"Der Umsatz von Seppala stieg um 0,2 % auf 10 ,1 Mio . In Finnland ging der Umsatz um 2,4 % auf 6 ,8 Mio .",2
"Die Aktien von Standard Chartered ( STAN ) stiegen um 1,2 % im FTSE 100 , während die Aktien der Royal Bank of Scotland ( RBS ) um 2 % stiegen und die Barclays-Aktien ( BARC ) ( BCS ) um 1,7 % stiegen .",2
"Aktien von Nokia Corp. stieg am Donnerstag, nachdem der Handy-Hersteller sagte, seine dritte Quartalsgewinne fast verdoppelt und seinen Anteil am globalen Handy-Markt stieg .",2
"In ihrem am Freitag veröffentlichten Finanzbericht erklärte die SEB , dass ihr Nettogewinn im Jahr 2010 gegenüber einem Vorjahresmonat von 1,114 Mrd. SEK auf 6 ,745 Mrd. SEK angestiegen sei , und schlug eine Erhöhung der Dividende um 50 % auf 1 ,50 SEK je Aktie vor .",2
Auf Wunsch des finnischen Medienunternehmens Alma Media haben Forschungsmanager Jari Kaivo-oja am Finland Futures Research Centre der Turku School of Economics ein Zukunftsszenario für die finnische Volkswirtschaft anhand eines von der Universität Denver entwickelten Modells erarbeitet.,1
In Schweden gingen die auf SEK lautenden Verkäufe von Gallerix um 1 % und die auf EUR lautenden Verkäufe um 11 % zurück .,1
"Wenn diese Investition in Kraft ist , plant Atria , in den Moskauer Markt zu expandieren .",1
"Im Juni verkaufte sie einen Anteil von 30 Prozent an Nordstjernan , und die Investmentgruppe hat nun die Option übernommen , die verbleibenden Aktien von EQT zu erwerben .",1
STOCK-WECHSELVEREINBARUNG 20 . Juli 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONEN MIT WARRANTEN UND EINNAHMEN IN SHARE CAPITAL Insgesamt wurden 119 850 Aktien im Rahmen des BasWare Warrant Programms gezeichnet .,1
Die neue Anlage soll eine Stromerzeugungskapazität von bis zu 350 Megawatt ( MW ) und die gleiche Wärmeerzeugungskapazität haben .,1
"Der OMX Helsinki 25 Index lag mit 2.518,67 pct um 0,92 pct höher und der Index der GAP von Helsinki um 0,91 pct höher mit 4.711,19 .",2
Durch die Ausübung von B-Optionen im Rahmen des Aktienoptionsplans 2004 können maximal 666.104 neue Aktien weiter gezeichnet werden .,1
"Auf der Strecke zwischen Helsinki in Finnland und Tallinn in Estland stieg das Frachtvolumen um 36 % , während das Frachtvolumen zwischen Finnland und Schweden um 9 % zurückging .",1
"Rinkuskiai erhöhte den Umsatz um 18,1 Prozent, auf 1,37 Millionen Liter, während der Umsatz von Kauno Alus wuchs um 14,3 Prozent, auf 960.000 Liter.",2
"Tiimari betreibt 194 Geschäfte in sechs Ländern - einschließlich seines finnischen Kernmarkts - und erwirtschaftete 2005 einen Umsatz von 76,5 Mio. EUR .",1
"Die Kombination aller Dienstleistungen ermöglicht es uns, eine komplexe und gestärkte Servicekette nicht nur auf die Ostsee-Hafenverbindungen beschränkt, sondern auch für den Zugang zum weltweiten Grimaldi-Netzwerk in das Mittelmeer, Afrika und Nordamerika ``, sagt Uwe Bakosch .",2
"Das Unternehmen erwartet weiterhin, dass sein Umsatz im Jahr 2010 gegenüber dem Niveau von 2009 leicht ansteigen wird , und fügt hinzu , dass die Vorhersehbarkeit des Marktes für vertrauenswürdige Prognosen über die Marktentwicklung des Auftragsfertigungsgeschäfts im laufenden Jahr noch zu gering ist .",2
Die Akquisition wird die Umsatz- und Marktposition von Kemira im russischen Beschichtungsmarkt für Metallindustrie deutlich steigern .,2
"Im Januar bis September 2007 stieg der Nettoumsatz der Finnlines von 473,5 Mio EUR im entsprechenden Zeitraum 2006 auf 505,4 Mio EUR .",2
"Bereinigt um Änderungen der Konzernstruktur stieg der Umsatz der Division um 1,7 % .",2
"`` Die Änderung wird die operativen Effizienzen unseres wachsenden Geschäfts optimieren , """" sagte Julia Prohaska , Direktorin der Marketing-Kommunikation für Fiskars .",2
"4. Februar 2011 - Der finnische Anbieter von Breitband-Datenkommunikationssystemen Teleste Oyj HEL : TLT1V erzielte im letzten Quartal 2010 einen Nettogewinn von 995 ,000 EUR für den gleichen Zeitraum von 2009 auf 2 ,1 Mio EUR .",2
"Das operative Ergebnis der finnischen Aktia Gruppe stieg im ersten Quartal 2010 von 8,2 Mio EUR im ersten Quartal 2009 auf 17,5 Mio EUR .",2
"Das konsolidierte Betriebsergebnis der finnischen Bank von +àland erhöhte sich von 4,8 Mio EUR im ersten Quartal 2005 auf 6,4 Mio EUR im ersten Quartal 2006 .",2
"Die finnische Finanzgruppe Aktia meldet im Januar bis September 2009 ein operatives Ergebnis von 44,4 Mio . EUR gegenüber 37,3 Mio . EUR im entsprechenden Zeitraum 2008 .",2
"Der finnische Hightech-Anbieter Vaahto Group verzeichnete im Berichtszeitraum September 2007 - Februar 2008 einen Nettoumsatz von 41,8 Mio EUR , was einem Anstieg von 11,2 % gegenüber dem Vorjahr entspricht .",2
"Der Umsatz des finnischen Lebensmittelunternehmens L+ñnnen Tehtaat stieg 2008 um 13 % auf 349,1 Mio. EUR von 309,6 Mio. EUR im Jahr 2007 .",2
Eine individuelle Förderung generierte auch etwas höhere als erwartete Einnahmen .,2
Biohit betreut bereits viele aktuelle Genesis-Kunden und der Kundenstamm wird aufgrund dieser Vereinbarung voraussichtlich expandieren.,2
"Sowohl das Betriebsergebnis als auch der Umsatz im Dreimonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum 2005 von 0,9 Mio EUR bzw . 8 ,3 Mio EUR .",2
Die Auflageeinnahmen sind 2008 in Finnland um 5 % und in Schweden um 4 % gestiegen .,2
"Der Nettoumsatz der Bekleidungskette Sepp+ñl+ñ stieg um 7,0 % auf 30,8 Mio. EUR .",2
Das Bauvolumen wächst inzwischen um 10-15 Prozent jährlich.,2
Die finnischen und schwedischen Baumärkte verzeichnen im Jahr 2008 nach wie vor ein jährliches Wachstum von schätzungsweise 4 % .,2
"Biohit schätzt jedoch , dass der Gesamtumsatz 2009 weiter wachsen wird , und dass eine günstige Entwicklung des Nettoumsatzes 2009 zu einem Gewinn führen wird .",2
Im Jahr 2009 belief sich der Cashflow von Fiskars aus betrieblicher Tätigkeit auf 121 Mio EUR gegenüber 97 Mio EUR im Vorjahr .,2
In Litauen stieg das Betriebsergebnis von 70.000 EUR im entsprechenden Zeitraum 2005 auf 190.000 EUR .,2
"Im vierten Quartal 2008 stieg der Nettoumsatz von 1.027,0 Mio EUR im vierten Quartal 2007 um 2 % auf 1.050,7 Mio EUR .",2
"Der internationale Umsatz stieg um 59,8 % auf 1.244,4 Mio. EUR .",2
Der Nettoumsatz wuchs im Zeitraum auf x20ac 402 Millionen $ 585US Millionen von x20ac 401 Millionen im Jahr 2006.,2
Der Nettoumsatz stieg von 438 Mio EUR im Vorjahr im April bis Juni 2010 auf 655 Mio EUR .,2
"Der Nettoumsatz stieg gegenüber dem Vorjahr um 25,5 % auf 59 ,6 Mio . EUR , da sich die Zahl der gelieferten Ladegeräte um 41 % auf 65,9 Mio . Stück erhöhte .",2
"Der Nettoumsatz belief sich im entsprechenden Zeitraum 2005 auf 93,6 Mio EUR gegenüber 93,2 Mio EUR .",2
"Das Betriebsergebnis stieg von 3,4 Mio. EUR um 145,1 % auf 8,3 Mio. EUR .",2
"Die betriebliche Gewinnspanne stieg von 11,2 % auf 11,7 % .",2
"Das Betriebsergebnis stieg von 1,22 Mio EUR im entsprechenden Zeitraum 2009 auf 3,11 Mio EUR .",2
"Das operative Ergebnis stieg von 2,8 Mio EUR im vierten Quartal 2008 auf 5 Mio EUR .",2
"Das Betriebsergebnis lag bei 24,5 Mio EUR , gegenüber 23,0 Mio EUR .",2
"Der Nettoumsatz von Ramirent belief sich im zweiten Quartal am 30 . Juni auf EUR 128,7 Mio . Im zweiten Quartal des Vorjahres auf US $ 163 Mio . Dies entspricht einem Anstieg von 3,3 Prozent gegenüber EUR 124,6 Mio .",2
"Der Umsatz wuchs um 2 Prozent auf x20ac 580 Millionen $ 743 Millionen, von x20ac 569 Millionen.",2
"Ruukki kündigte an, dass es ein Abkommen mit Aker Solutions von Norwegen unterzeichnet hat, 24 Sauganker von seiner Kalajoki-Einheit in Finnland im September 2010 zu liefern.",2
"Die Liefermengen und Verkaufspreise von Ruukki entwickelten sich günstig , und der vergleichbare Nettoumsatz des Unternehmens stieg gegenüber dem Vorjahr um 50 % auf 647 Mio EUR , sagte CEO Sakari Tamminen .",2
Der Nettoumsatz der Sanoma Magazine wird 2006 geschätzt .,2
"Die Bank geht davon aus , dass Finnlands BIP 2010 und 2011 um 2 % wachsen wird .",2
"Das konsolidierte Betriebsergebnis des Unternehmens belief sich auf 15,86 Mio . EUR gegenüber 4,14 Mio . EUR gegenüber dem Vorjahr .",2
Die Division Kaufhaus meldete einen Umsatzanstieg von 4 Prozent.,2
"Der beizulegende Zeitwert der Anlageimmobilien des Unternehmens erhöhte sich Ende März 2009 auf 2,803 Milliarden Euro von 2,691 Millionen Euro vor einem Jahr .",2
"Das letzte Quartal war das beste Quartal 2009 beim Nettoumsatz und die operative Marge stieg auf 12,2 % .",2
"Die großen Brauereien steigerten im vergangenen Jahr ihren heimischen Bierumsatz um 4,5 Prozent auf 256,88 Millionen Liter von 245,92 Millionen Litern im Jahr 2004 .",2
"Die Transaktion verdoppelt Tecnomens workforse , und fügt ein viertes zu ihrem Nettoumsatz .",2
"- Das Betriebsergebnis stieg um 26,9 % auf 105,8 ( 83,4 ) Mio EUR .",2
`` Nach diesem Kauf wird Cramo der zweitgrößte Anbieter von Mietdienstleistungen auf dem lettischen Markt werden .,2
"`` Der Kauf der Operationen ist Teil der YIT-Strategie, um ihr Angebot an Gebäudesystem-Dienstleistungen geographisch zu erweitern . ''",2
"21 . Oktober 2010 - Das finnische Fischereiunternehmen Rapala VMC Corp ( HEL : RAP1V ) sagte heute , dass sein Nettogewinn in den ersten neun Monaten 2010 auf 18 ,9 Mio . EUR von 15 ,1 Mio . EUR im gleichen Zeitraum des Vorjahres gestiegen ist .",2
"Laut Finnish Metso Minerals ist der Wert der Aufträge des Unternehmens in 12 Monaten auf 1,9 Mrd EUR gestiegen .",2
Finnish Aldata Solution hat einen Vertrag über die Lieferung seines G.O.L.D.-Systems an zwei französische Einzelhandelsketten unterzeichnet.,2
"Die finnische Bank von +àland meldet , dass ihr operatives Ergebnis im zweiten Quartal 2009 von 6,1 Mio . EUR im entsprechenden Zeitraum 2008 auf 21,3 Mio . EUR gestiegen ist .",2
"Das operative Ergebnis der finnischen Finanzgruppe Aktia für 2009 stieg von 6,6 Mio EUR im Jahr 2008 auf 47,0 Mio EUR .",2
"Der Nettoumsatz des finnischen Forstmaschinenherstellers Ponsse stieg im ersten Quartal 2010 von 37,5 Mio EUR im entsprechenden Zeitraum 2009 auf 51,3 Mio EUR .",2
Die finnische KCI Konecranes hat ihre Netto-Umsatzwachstumsschätzung für 2006 von über 25 % auf über 35 % angehoben .,2
"Finnische Okmetic, die Siliziumwafer für die Halbleiter- und Sensorindustrie herstellt und verarbeitet, und norwegische Solarwafer-Unternehmen NorSun haben einen Vertrag unterzeichnet, nach dem Okmetic NorSun Monosiliziumkristalle für den Einsatz in der Solarzellenherstellung liefern wird.",2
Der Nettoumsatz des finnischen Pharmaunternehmens Orion stieg im ersten Quartal 2009 von 180 Mio EUR im ersten Quartal 2008 auf 190 Mio EUR .,2
"Finnische Ponsse hat ein Abkommen mit Babcock Afrika für den Vertrieb und die Unterstützung von Ponsse Waldmaschinen, Erntekopf und Informationssysteme in Südafrika unterzeichnet.",2
Südafrikan Sappi wird das größte ausländische Forstindustrie Unternehmen in Finnland als Folge der Übernahme der finnischen M-real Corporation Graphic Papers Business Unit .,2
Laut Deputy MD Pekka Silvennoinen soll der Umsatz in den nächsten drei Jahren verdoppelt werden.,2
Nach Angaben von HKScan Finland soll der Nettoumsatz von J+ñrvi-Suomen Portti auf 80 Mio EUR auf 100 Mio EUR gesteigert werden .,2
"Die Einnahmen aus der Werbung und dem Umlauf stiegen um 3,4 % bzw . um 0,4 % .",2
Nach der Übernahme wird Cramo der zweitgrößte Anbieter von Mietdienstleistungen auf dem lettischen Markt werden .,2
"Auch in Russland war der deutlichste Absatzanstieg von 18,6 % zu verzeichnen .",2
"Alma Media geht davon aus, dass der Umsatz wie prognostiziert weiter steigen wird.",2
"Auch der Gewinn von Lemmink+ñinen für den Rechnungslegungszeitraum stieg von -24,5 Mio . EUR vor einem Jahr auf 3,1 Mio . EUR .",2
"Ende März 2007 belief sich der Auftragsbestand der Gruppe auf 39,6 Mio EUR , was einem Anstieg um 42 % gegenüber dem entsprechenden Zeitraum 2006 entspricht .",2
Gleichzeitig stieg der Gewinn des Unternehmens in H1 um 10 % und erreichte Ls 79.000 .,2
"Sowohl das Betriebsergebnis als auch der Umsatz im Zwölfmonatszeitraum stiegen gegenüber dem Geschäftsjahr 2004 von 10 ,5 Mio EUR bzw . 28 ,8 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Zwölfmonatszeitraum stiegen gegenüber dem Geschäftsjahr 2004 von 20 ,8 Mio EUR bzw . 177,7 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Zwölfmonatszeitraum von 21,5 Mio EUR bzw . 196 ,1 Mio EUR gegenüber 2005 an .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Zwölfmonatszeitraum stiegen gegenüber 2004 von 4 ,7 Mio EUR bzw . 26 ,7 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz im Neunmonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum 2006 um 26,6 % bzw . 3,4 % .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Halbjahr von 13 ,8 Mio EUR bzw . 143 ,6 Mio EUR gegenüber dem entsprechenden Zeitraum im Jahr 2007 an .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Halbjahr von 0,4 Mio EUR bzw . 3,2 Mio EUR gegenüber dem entsprechenden Zeitraum im Jahr 2005 an .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Halbjahr von 18 ,1 Mio EUR bzw . 127,6 Mio EUR gegenüber dem entsprechenden Zeitraum 2006 an .",2
"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Halbjahr von 7 ,5 Mio EUR bzw . 655,5 Mio EUR gegenüber dem entsprechenden Zeitraum im Jahr 2005 an .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Dreimonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum 2005 von 15 ,1 Mio EUR bzw . 131,5 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Dreimonatszeitraum stiegen gegenüber dem entsprechenden Quartal 2006 von 16,0 Mio EUR bzw . 139 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Dreimonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum 2005 von 0,3 Mio EUR bzw . 13,1 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz im Neunmonatszeitraum stiegen gegenüber dem entsprechenden Vorjahreszeitraum von 2 ,4 Mio EUR bzw . 43,8 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz für den Sechsmonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum 2007 von 17 ,6 Mio EUR bzw . 1149 ,9 Mio EUR .",2
"Sowohl das Betriebsergebnis als auch der Umsatz für den Sechsmonatszeitraum stiegen gegenüber dem entsprechenden Zeitraum vor einem Jahr von 0,1 Mio EUR bzw . 29,0 Mio EUR .",2
Das Frachtvolumen stieg um 7 % .,2
Das Frachtvolumen stieg um rund 5 % .,2
"Das vergleichbare Betriebsergebnis belief sich auf 854 Mio EUR , gegenüber 730 Mio EUR im Jahr 2004 .",2
"Digia sagte , dass der konsolidierte Nettoumsatz im Januar bis Juni 2010 67,8 Mio . EUR betrug , was einem Anstieg um 9,7 % gegenüber dem gleichen Zeitraum 2009 ( 69,9 Mio . EUR ) entspricht .",2
"Das verwässerte Ergebnis je Aktie ( EPS ) stieg von 0,05 EUR auf 0,29 EUR .",2
"Das verwässerte Ergebnis je Aktie ( EPS ) stieg auf 0,52 EUR gegenüber 0,09 EUR .",2
"Das verwässerte Ergebnis je Aktie ( EPS ) stieg von 0,64 EUR auf 1,05 EUR .",2
"Das verwässerte Ergebnis je Aktie ( EPS ) stieg von 0,50 EUR auf 3,68 EUR .",2
"Verdünntes EPS stieg von EUR0 ,50 auf EUR3 ,68 .",2
"Die EBIT-Marge stieg von 1,4 % auf 5,1 % .",2
"Im dritten Quartal 2008 betrug das EPS für das Quartal EUR0,01 , was einem Konzernumsatz im dritten Quartal von EUR15 ,3 Mio . entspricht , was einem Anstieg um 2,8 % gegenüber EUR14 ,9 Mio . im dritten Quartal 2008 entspricht .",2
"Die EPS aus fortgeführten Operationen beliefen sich auf 0,30 eur , gegenüber 0,17 .",2
"Die Eigenkapitalquote betrug 60,9 % im Vergleich zu 54,2 % Im dritten Quartal 2007 belief sich der Umsatz des Frozen Foods Business auf EUR 11,0 , was einem Anstieg um rund 5 % gegenüber dem dritten Quartal 2006 entspricht .",2
"Mai 2010 - Das finnische Textil- und Bekleidungsdesign-Unternehmen Marimekko Oyj ( HEL : MMO1V ) erklärte heute , dass sein Nettogewinn im ersten Quartal 2010 von 13 000 EUR im entsprechenden Vorjahreszeitraum auf 928 000 EUR gestiegen sei .",2
"Die in Finnland ansässige Elcoteq SE , ein privat geführter Anbieter von Dienstleistungen im Bereich der Elektronikfertigung für Kommunikationsunternehmen , erklärte am Donnerstag, dass sie einen langfristigen Fertigungsvertrag mit dem Unternehmen Andrew Corp. unterzeichnet habe .",2
"Der finnische Besteck- und Handwerkzeugehersteller Fiskars Oyj Abp ( HEL : FISAS ) sagte heute , dass sein Nettogewinn im dritten Quartal 2010 von 17,9 Mio . EUR im Vorjahr auf 24 ,1 Mio . EUR ( 33,6 Mio . USD ) gestiegen ist .",2
"Die finnische Kaufhauskette Stockmann Oyj Abp Nettogewinn stieg in den ersten neun Monaten des Jahres 2007 auf 39,8 Mio. Euro (56,8 Mio. Euro ) von 37,4 Mio. Euro (53,4 Mio. Euro ) im gleichen Zeitraum des Jahres 2006 .",2
"Der finnische Hersteller von Hebezeugen Konecranes Oyj sagte am 30 . Juli 2008 , dass sein Nettogewinn im ersten Halbjahr 2008 auf 71,2 Mio . Euro ( 111,1 Mio . $ ) von 57,1 Mio . Euro ( 89,1 Mio . $ ) im gleichen Zeitraum des Jahres 2007 gestiegen sei .",2
"Finnische Messaging-Lösungen Entwickler Tecnomen Corporation ( OMX Helsinki : TEM1V ) sagte am Donnerstag ( 11 Dezember ) , dass es einen Erweiterungsauftrag für seine Convergent Charging-Lösung in Lateinamerika erhalten hat .",2
"Der finnische Metallindustrie-Lösungenlieferant Outotec Oyj erzielte in den ersten neun Monaten des Jahres 2007 einen Nettogewinn von 50,4 Mio. Euro ( 72,5 Mio. Euro ) von 20,1 Mio. Euro ( 28,9 Mio. Euro ) im gleichen Zeitraum des Jahres 2006 .",2
