sentence,label
10 février 2011 - La société de médias finlandaise Sanoma Oyj HEL : SAA1V a déclaré hier son bénéfice net 2010 presque triplé à 297 .3 m d'EUR de 107 .1 m d'EUR pour 2009 et a annoncé une proposition pour un paiement augmenté .,2
"A Helsinki : ELiiV a déclaré aujourd' hui un SPA de 1 ,13 EUR pour 2009 , soit une augmentation par rapport au SPA de 1 ,12 EUR en 2008 .",2
"Aspo Plc STOCK EXCHANGE LIBERATION 11 février , 2011 à8.45 a.m. ESL Shipping Ltd , faisant partie du Groupe Aspo , a signé un nouveau contrat à long terme avec Rautaruukki Corporation pour le transport maritime de matières premières sur la mer Baltique .",2
"Les recettes de la Commission ont augmenté de 22 % pour atteindre 4,4 millions d' euros , et le volume des prêts a augmenté de 13,5 % .",2
"En janvier , le trafic , mesuré en kilomètres de voyageurs à revenus RPK , a augmenté de 3,2 % et la capacité , mesurée en kilomètres de sièges disponibles ASK , a augmenté de 12,2 % .",2
"En janvier-septembre 2010 , le bénéfice net de Fiskars a augmenté de 14 % sur un an pour atteindre 65,4 millions d' euros et les ventes nettes à 525,3 millions d' euros , contre 487,7 millions d' euros .",2
"Le revenu net de l' assurance-vie est passé de 14,0 millions d' euros à 16,5 millions d' euros et le revenu net de l' assurance-vie à 22,6 millions d' euros à 15,2 millions d' euros en 2009 .",2
Nyrstar a également accepté de fournir à Talvivaara jusqu'à 150 000 tonnes d'acide sulfurique par an pour utilisation dans le procédé de lessivage de Talvivaara pendant la période d'approvisionnement du zinc en concentré.,2
Les ventes ont augmenté sur d' autres marchés d' exportation .,2
Les ventes ont augmenté en raison de la croissance des taux du marché et de l' augmentation des opérations .,2
L'accord renforce notre partenariat à long terme avec Nokia Siemens Networks .,2
"La société estime également que les investissements déjà réalisés entraîneront une augmentation de ses ventes nettes pour 2010 à partir de 2009 lorsqu'elles ont atteint 141,7 millions d'euros .",2
"Le carnet de commandes de l' entreprise s' élevait à 1,5 milliard d' euros 2,2 milliards de dollars le 30 septembre 2007 , en hausse de 24,2 pct par an , les commandes internationales s' élevant à 365 milliards d' euros 534,3 milliards de dollars .",2
"La société a déclaré que la demande de papier a augmenté sur tous ses principaux marchés , y compris ceux des publications , et qu' elle a augmenté les prix moyens du papier de 4 % par rapport à l' année dernière .",2
"Le deuxième plus grand fabricant d' acier inoxydable au monde a déclaré un bénéfice net de 172 millions d' euros , soit , l' année précédente , , 4,31 dollars des États-Unis par action , contre 603 millions d' euros , soit 0,94 euro par action , au cours de la période de trois mois allant jusqu' au 31 décembre .",2
"Les recettes de Seppala ont augmenté de 0,2 % pour s' établir à 10 millions d' euros. En Finlande , les recettes ont diminué de 2,4 % pour s' établir à 6 millions d' euros , tandis que les ventes à l' étranger ont augmenté de 6,2 % pour s' établir à 3 millions d' euros .",2
"Les actions de Standard Chartered ( STAN ) ont augmenté de 1,2 % dans le FTSE 100 , tandis que les actions de Royal Bank of Scotland ( RBS ) ont augmenté de 2 % et celles de Barclays ( BARC ) ( BCS ) de 1,7 % .",2
Les actions de Nokia Corp. ont augmenté jeudi après le fabricant de téléphone cellulaire a déclaré que son résultat du troisième trimestre a presque doublé et sa part du marché mondial du combiné a augmenté.,2
"Dans son rapport financier , publié vendredi , SEB a déclaré que son bénéfice net s' est élevé à 6 745 milliards de SEK en 2010 , contre 1 114 milliards de SEK au début de l' année , et a proposé une augmentation de 50 % du dividende à 1 50 SEK par action .",2
"À la demande de la société de médias finlandaise Alma Media 's journaux , le directeur de recherche Jari Kaivo-oja au Centre de recherche Finland Futures à l'École d'économie de Turku a élaboré un scénario futur pour l'économie nationale de la Finlande en utilisant un modèle développé par l'Université de Denver .",1
"En Suède , les ventes libellées en SEK accumulées par Gallerix ont diminué de 1 % et les ventes libellées en EUR ont augmenté de 11 % .",1
"Lorsque cet investissement sera en place , Atria prévoit de s' étendre au marché de Moscou .",1
"En juin , elle a vendu une participation de 30 % à Nordstjernan , et le groupe d' investissement a maintenant pris l' option d' acquérir les actions restantes d' EQT .",1
ANNONCE DE L'ÉCHANGE DE STOCK 20 juillet 2006 1 ( 1 ) SUBCRIPTIONS DE PARTAGE DE BASE AVEC GARANTIES ET AUGMENTATION DE LA CAPITALE DE PARTAGE Un total de 119 850 actions ont été souscrites au programme des mandats de BasWare .,1
La nouvelle centrale devrait disposer d' une capacité de production d' électricité pouvant atteindre 350 mégawatts ( MW ) et d' une capacité de production de chaleur identique .,1
"L'indice OMX Helsinki 25 a augmenté de 0,92 pct à 2 518,67 et l'indice du portefeuille de la PAC d'Helsinki a augmenté de 0,91 pct à 4 711,19 .",2
Un maximum de 666 104 nouvelles actions peuvent également être souscrites en exerçant des options B dans le cadre du plan d'options d'achat d'actions de 2004.,1
"Sur la route entre Helsinki en Finlande et Tallinn en Estonie , les volumes de fret ont augmenté de 36 % , tandis que les volumes de fret entre la Finlande et la Suède ont diminué de 9 %.",1
"Rinkuskiai a augmenté les ventes de 18.1 pour cent, à 1.37 millions de litres, tandis que les ventes de Kauno Alus ont augmenté de 14,3 pour cent, à 960.000 litres.",2
"Tiimari exploite 194 magasins dans six pays - y compris son marché finlandais central - et a généré un chiffre d'affaires de 76,5 mln eur en 2005 .",1
"La combinaison de tous les services nous permettant d'offrir une chaîne de services complexe et renforcée non seulement limitée aux liaisons portuaires de la Baltique, mais aussi pour accéder au réseau Grimaldi mondial dans la Méditerranée, l'Afrique et l'Amérique du Nord ""' dit Uwe Bakosch.",2
"La société attend toujours son chiffre d'affaires en 2010 à une légère augmentation par rapport au niveau de 2009 , ajoutant que ""` la prévisibilité du marché est encore trop faible pour des prévisions fiables sur le développement du marché de l'activité de fabrication contractuelle pendant l'année en cours "" .",2
L'acquisition augmentera considérablement les ventes de Kemira et la position du marché sur le marché russe des revêtements de l'industrie métallurgique .,2
"En janvier-septembre 2007 , les ventes nettes de Finnlines se sont élevées à 505,4 millions d' euros , contre 473,5 millions d' euros au cours de la période correspondante de 2006 .",2
"Les ventes nettes de la division ont augmenté de 1,7 % pour tenir compte des modifications de la structure du groupe .",2
"`` Le changement optimisera l'efficacité opérationnelle de notre entreprise en croissance ', a déclaré Julia Prohaska, directrice des communications marketing pour Fiskars.",2
"4 février 2011 - Le fournisseur finlandais de systèmes de communication de données à large bande Teleste Oyj HEL : TLT1V a vu son bénéfice net passer de 995 000 EUR à 2 ,1 millions EUR pour le dernier trimestre de 2010 pour la même période de 2009 .",2
"Le bénéfice opérationnel du groupe finlandais Aktia s' est élevé à 17,5 millions d' euros au premier trimestre de 2010 , contre 8,2 millions d' euros au premier trimestre de 2009 .",2
"Le bénéfice net d' exploitation consolidé de la Banque finlandaise de +àland est passé de 4,8 millions d' euros au premier trimestre 2005 à 6,4 millions d' euros au premier trimestre 2006 .",2
"Le groupe financier finlandais Aktia rapporte un bénéfice opérationnel de 44,4 millions d' euros en janvier-septembre 2009 , en hausse par rapport à 37,3 millions d' euros au cours de la période correspondante en 2008 .",2
"Le fournisseur finlandais de haute technologie Vaahto Group rapporte des ventes nettes de 41,8 millions d' euros pour la période comptable de septembre 2007 à février 2008 , soit une augmentation de 11,2 % par rapport à l' année précédente .",2
"Les ventes nettes de la société finlandaise de l' industrie alimentaire L+ñnnen Tehtaat ont augmenté de 13 % en 2008 pour s' établir à 349,1 millions d' euros , contre 309,6 millions d' euros en 2007 .",2
Une promotion individuelle a également généré des revenus légèrement plus élevés que prévu .,2
Biohit offre déjà des services à de nombreux clients actuels de Genesis et la clientèle devrait s'élargir à la suite de cet accord.,2
"Le bénéfice d' exploitation et le chiffre d' affaires pour la période de trois mois ont augmenté , respectivement de 0,9 million d' euros et de 8 .3 millions d' euros , par rapport à la période correspondante de 2005 .",2
Les recettes de circulation ont augmenté de 5 % en Finlande et de 4 % en Suède en 2008 .,2
"Les ventes nettes de la chaîne d'habillement Sepp+ñl+ñ ont augmenté de 7,0 % pour s'établir à 30,8 millions d'euros.",2
"Entre-temps, les volumes de construction augmentent à un taux de 10-15 pour cent par an.",2
Les marchés finlandais et suédois de la construction connaissent encore une croissance annuelle estimée à 4 % en 2008 .,2
"Toutefois , Biohit estime que ses ventes nettes totales continueront de croître en 2009 , et que les tendances favorables des ventes nettes entraîneront un bénéfice en 2009 .",2
"En 2009 , les flux de trésorerie des activités opérationnelles de Fiskars se sont élevés à 121 millions d' euros , en hausse par rapport à 97 millions d' euros l' année précédente .",2
"En Lituanie , le bénéfice d' exploitation s' est élevé à 190 000 euros , contre 70 000 euros au cours de la période correspondante de 2005 .",2
"Au quatrième trimestre 2008 , le chiffre d' affaires net a augmenté de 2 % , passant de 1 027,0 millions d' euros au quatrième trimestre 2007 à 1 050,7 millions d' euros .",2
"Les ventes internationales ont augmenté de 59,8 % pour s'établir à 1 244,4 millions d'euros.",2
Les ventes nettes ont augmenté au cours de la période à x20ac 402 millions $ 585 millions $US par rapport à x20ac 401 millions en 2006 .,2
Les ventes nettes ont augmenté à 655 millions d' euros en avril à juin 2010 par rapport à 438 millions d' euros un an plus tôt .,2
"Les ventes nettes ont augmenté de 25,5 % sur un an pour atteindre 59 .6 millions d' euros , le nombre de chargeurs livrés ayant augmenté de 41 % pour atteindre 65,9 millions de pièces .",2
"Les ventes nettes se sont élevées à 93,6 millions d' euros , contre 93,2 millions d' euros pour la période correspondante de 2005 .",2
"Le bénéfice d' exploitation a augmenté de 145,1 % pour s' établir à 8,3 millions d' euros par rapport à 3,4 millions d' euros .",2
"La marge bénéficiaire opérationnelle est passée de 11,2 % à 11,7 % .",2
"Le bénéfice d' exploitation s' est élevé à 3,11 millions d' euros , contre 1,22 millions d' euros au cours de la période correspondante de 2009 .",2
"Le bénéfice d' exploitation est passé de 2,8 millions d' euros au quatrième trimestre 2008 à 5 millions d' euros .",2
"Le bénéfice d' exploitation s' est élevé à 24,5 millions d' euros , en hausse par rapport à 23,0 millions d' euros .",2
"Les ventes nettes de Ramirent au deuxième trimestre terminé le 30 juin étaient de 128,7 millions d' euros environ 163 millions de dollars américains , soit une augmentation de 3,3 % par rapport à 124,6 millions d' euros pour le deuxième trimestre de l' année dernière .",2
"Les revenus ont augmenté de 2 pour cent à x20ac 580 millions $ 743 millions , de x20ac 569 millions .",2
Ruukki a annoncé qu'elle avait signé un accord avec Aker Solutions de Norvège pour fournir 24 ancres d'aspiration en septembre 2010 de son unité Kalajoki en Finlande.,2
"Les volumes de livraison et les prix de vente de Ruukki ont affiché une évolution favorable et les ventes nettes comparables de la société ont augmenté de 50 % sur un an pour atteindre 647 millions d' euros , a déclaré le PDG Sakari Tammaren .",2
Les ventes nettes de Sanoma Magazines devraient augmenter en 2006 .,2
La banque prévoit que le PIB de la Finlande augmentera de 2 % en 2010 et en 2011 .,2
"Le bénéfice d' exploitation consolidé de la société s' est élevé à 15,86 millions d' euros , en hausse par rapport à 4,14 millions d' euros sur un an .",2
La Division des grands magasins a fait état d'une augmentation des ventes de 4 %.,2
"La juste valeur des biens d' investissement de l' entreprise est passée de 2,691 millions d' euros il y a un an à 2,803 milliards d' euros à la fin du mois de mars 2009.",2
"Le dernier trimestre a été le meilleur trimestre de 2009 en termes de ventes nettes , et la marge opérationnelle a augmenté à 12,2 % .",2
"Les principales brasseries ont augmenté leurs ventes nationales de bière de 4,5 % l'an dernier , passant de 245,92 millions de litres en 2004 à 256,88 millions de litres .",2
"La transaction double Tecnomens workforse , et ajoute un quatrième à leurs ventes nettes .",2
"- Le bénéfice opérationnel a augmenté de 26,9 % pour s' établir à 105,8 ( 83,4 ) millions d' euros .",2
"`` Après cet achat, Cramo deviendra le deuxième plus grand fournisseur de services de location sur le marché letton.",2
`` L'achat des opérations fait partie de la stratégie de YIT pour élargir son offre de services de système de construction géographique. '',2
21 octobre 2010 - Rapala VMC Corp ( HEL : RAP1V ) a déclaré aujourd' hui que son bénéfice net s' est élevé à 18 .9 millions d' euros pour les neuf premiers mois de 2010 à partir de 15 .1 millions d' euros pour la même période un an plus tôt .,2
"Selon le Finlandais Metso Minerals , la valeur des commandes de l' entreprise est passée à 1,9 milliard d' euros en 12 mois .",2
Finlandais Aldata Solution a signé un contrat de fourniture de son système G.O.L.D. à deux chaînes de détail françaises.,2
"La Banque finlandaise de +àland signale que son bénéfice d' exploitation a atteint 21,3 millions d' euros au deuxième trimestre de 2009 , contre 6,1 millions d' euros au cours de la période correspondante de 2008 .",2
"Le bénéfice d' exploitation du groupe financier finlandais Aktia pour 2009 est passé de 6,6 millions d' euros en 2008 à 47,0 millions d' euros .",2
"Les ventes nettes du fabricant finlandais de machines forestières Ponsse se sont élevées à 51,3 millions d' euros au premier trimestre 2010 contre 37,5 millions d' euros au cours de la période correspondante en 2009 .",2
KCI Konecranes a augmenté son estimation de croissance nette des ventes pour 2006 de plus de 25 % à plus de 35 % .,2
Finlandais Okmetic qui fabrique et traite des wafers de silicium pour les industries des semi-conducteurs et des capteurs et NorSun société norvégienne de wafer solaire ont signé un contrat en vertu duquel Okmetic fournira des cristaux de silicium mono NorSun pour l'utilisation dans la fabrication de cellules solaires.,2
"Le chiffre d' affaires net de la société pharmaceutique finlandaise Orion s' est élevé à 190 millions d' euros au premier trimestre de 2009 , contre 180 millions d' euros au premier trimestre de 2008 .",2
"Finnois Ponsse a signé un accord avec Babcock Afrique pour la distribution et le soutien des machines forestières Ponsse , des têtes de moissonneuses , et des systèmes d'information en Afrique du Sud .",2
Sud-Africain Sappi deviendra la plus grande entreprise étrangère de l'industrie forestière opérant en Finlande à la suite de l'acquisition de la société finlandaise M-real Business Papers.,2
"Selon le député MD Pekka Silvennoinen, l'objectif est de doubler le chiffre d'affaires au cours des trois prochaines années .",2
"Selon HKScan Finland , il est prévu d' augmenter les ventes nettes de J+ñrvi-Suomen Portti à 80 millions d' euros pour les porter à 100 millions d' euros .",2
"Les recettes de publicité et de circulation ont augmenté respectivement de 3,4 % et de 0,4 % .",2
"Après la prise de contrôle , Cramo deviendra le deuxième fournisseur de services de location sur le marché letton .",2
"Encore une fois , la plus forte augmentation des ventes , soit 18,6 % , a été enregistrée en Russie .",2
Alma Media s'attend à ce que ses ventes nettes augmentent comme prévu précédemment.,2
"Le bénéfice de Lemmink+ñinen pour la période comptable est également passé de -24,5 millions d'euros à 3,1 millions d'euros il y a un an .",2
"À la fin du mois de mars 2007 , le carnet de commandes du groupe s' élevait à 39,6 millions d' euros , soit une hausse de 42 % par rapport à la période correspondante de 2006 .",2
"Dans le même temps, le bénéfice de la société a augmenté de 10 % en H1 et a atteint 79 000 L .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de 12 mois ont augmenté , respectivement de 10,5 millions d' euros et de 28 .8 millions d' euros , par rapport à l' exercice 2004 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de 12 mois ont augmenté , respectivement de 20 .8 millions d' euros et de 177 millions d' euros , par rapport à l' exercice 2004 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de 12 mois ont augmenté , respectivement de 21,5 millions d' euros et de 196 millions d' euros , par rapport à 2005 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de 12 mois ont augmenté , respectivement de 4,7 millions d' euros et de 26,7 millions d' euros , par rapport à 2004 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de neuf mois ont augmenté , respectivement de 26,6 % et 3,4 % , par rapport à la période correspondante de 2006 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de six mois ont augmenté , respectivement , par rapport à la période correspondante de 2007 , de 13 .8 millions d' euros et de 143 .6 millions d' euros .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de six mois ont augmenté , respectivement de 0,4 million d' euros et de 3,2 millions d' euros , par rapport à la période correspondante de 2005 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de six mois ont augmenté , respectivement de 18 millions d' euros et de 127 millions d' euros , par rapport à la période correspondante de 2006 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de six mois ont augmenté , respectivement de 7,5 millions d' euros et de 6,55 millions d' euros , par rapport à la période correspondante de 2005 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de trois mois ont augmenté , respectivement de 15 ,1 millions d' euros et de 131 millions d' euros , par rapport à la période correspondante de 2005 .",2
"Les bénéfices d' exploitation et les ventes nettes pour la période de trois mois ont augmenté , respectivement de 16 ,0 millions d' euros et de 139 millions d' euros , par rapport au trimestre correspondant de 2006 .",2
"Les bénéfices d' exploitation et les ventes pour la période de trois mois ont augmenté , respectivement de 0,3 million d' euros et de 13 millions d' euros , par rapport à la période correspondante de 2005 .",2
"Le bénéfice d' exploitation et le chiffre d' affaires pour la période de neuf mois ont augmenté , respectivement de 2 ,4 millions d' euros et de 43,8 millions d' euros , par rapport à la période correspondante d' il y a un an .",2
"Le bénéfice d' exploitation et le chiffre d' affaires pour la période de six mois ont augmenté , respectivement , par rapport à la période correspondante de 2007 , de 17,6 millions d' euros et de 1149 millions d' euros .",2
"Le bénéfice d' exploitation et le chiffre d' affaires pour la période de six mois ont augmenté , respectivement de 0,1 million d' euros et de 29 millions d' euros , par rapport à la période correspondante d' il y a un an .",2
Le volume de fret a augmenté de 7 %.,2
Le volume de fret a augmenté d'environ 5 %.,2
"Le bénéfice d' exploitation comparable s' est élevé à 854 millions d' euros , contre 730 millions d' euros en 2004 .",2
"Digia a déclaré que ses ventes nettes consolidées pour janvier-juin 2010 étaient de 67,8 millions d' euros , en hausse de 9,7 % par rapport à la même période en 2009 ( 61 millions d' euros ) .",2
"Le résultat dilué par action ( EPS ) est passé de 0,05 EUR à 0,29 EUR .",2
"Le résultat dilué par action ( EPS ) est passé à EUR 0,52 contre EUR 0,09 .",2
"Le résultat dilué par action ( EPS ) est passé de 0,64 EUR à 1,05 EUR .",2
"Le résultat dilué par action ( EPS ) est passé de 0,50 EUR à 3,68 EUR .",2
"L'EPS dilué est passé de 0,50 EUR à 3,68 EUR .",2
"La marge EBIT est passée de 1,4 % à 5,1 % .",2
"Le SPA pour le trimestre s' est établi à 0 ,00 EUR , par rapport à 0,01 EUR au troisième trimestre 2008 , ce qui représente un chiffre d' affaires net du Groupe pour le troisième trimestre de 15 ,3 millions EUR , en hausse de 2,8 % par rapport à 14 ,9 millions EUR au troisième trimestre 2008 .",2
"EPS provenant d' opérations en cours est arrivé à 0.30 eur , en hausse par rapport à 0,17 .",2
"Le ratio de fonds propres s' est établi à 60,9 % par rapport à 54,2 % au troisième trimestre de 2007 , les ventes nettes de l' entreprise Frozen Foods ont totalisé 11,0 EUR , en hausse d' environ 5 % par rapport au troisième trimestre de 2006 .",2
"928 ,000 EUR au premier trimestre 2010 6 mai 2010 - Marimekko Oyj ( HEL : MMO1V ) a déclaré aujourd'hui son bénéfice net s'est élevé à 928 ,000 EUR au premier trimestre 2010 par rapport à 13 ,000 EUR au cours de la période correspondante un an plus tôt .",2
"Elcoteq SE , un fournisseur privé de services de fabrication d' électroniques aux entreprises de communications , a déclaré jeudi qu' il a signé un contrat de fourniture de fabrication à long terme avec la société de matériel de communication Andrew Corp .",2
"Fiskars Oyj Abp ( HEL : FISAS ) a déclaré aujourd' hui que son bénéfice net s' est élevé à 24,1 millions d' euros ( 33,6 millions de dollars américains ) au troisième trimestre de 2010 par rapport à 17,9 millions d' euros l' année précédente .",2
"Le bénéfice net de Stockmann Oyj Abp s' est élevé à 39,8 millions d' euros ( 56,8 millions de dollars ) pour les neuf premiers mois de 2007 à partir de 37,4 millions d' euros ( 53,4 millions de dollars ) pour la même période de 2006 .",2
"Le 30 juillet 2008 , le fabricant finlandais de matériel de levage Konecranes Oyj a déclaré que son bénéfice net s' est élevé à 71,2 millions d' euros ( 111,1 millions de dollars ) pour le premier semestre 2008 , contre 57,1 millions d' euros ( 89,1 millions de dollars ) pour la même période de 2007 .",2
Le développeur finlandais de solutions de messagerie Tecnomen Corporation ( OMX Helsinki : TEM1V ) a déclaré jeudi ( 11 décembre ) qu'il avait reçu une commande d'expansion pour sa solution Convergent Charging en Amérique latine .,2
"Le bénéfice net du fournisseur finlandais de solutions pour l' industrie métallurgique Outotec Oyj s' est élevé à 50,4 millions d' euros ( 72,5 millions de dollars ) pour les neuf premiers mois de 2007 à partir de 20,1 millions d' euros ( 28,9 millions de dollars ) pour la même période de 2006 .",2
"La société finlandaise de produits métalliques Componenta Oyj a réalisé un bénéfice net de 5,3 millions d' euros ( 7,3 millions de dollars ) pour la même période de 2006 à 26,1 millions d' euros ( 35,9 millions de dollars ) pour le premier trimestre de 2007 .",2
"Le distributeur finlandais de fournitures de bureau et d' accessoires informatiques Beltton-Group Plc a déclaré que son bénéfice net s' est élevé à 1,3 million d' euros ( 1,7 million de dollars ) en 2006 par rapport à 1,13 million d' euros ( 1,5 million de dollars ) en 2005 .",2
"Le 7 janvier 2008 , le développeur finlandais de solutions logicielles de sécurité et de confidentialité Stonesoft Oyj a déclaré que les ventes préliminaires de ses produits StoneGate ont augmenté de 59 pct d' année en année à 3,6 mln d' euro ( 5,3 mln de dollars ) pour le quatrième trimestre de 2007 .",2
"La société finlandaise de technologie de wafer au silicium Okmetic Oyj ( OMX Helsinki : OKM1V ) a déclaré jeudi ( 7 août ) un bénéfice d' exploitation de 5,3 millions d' euros pour la période janvier-juin 2008 , en hausse par rapport à 3,3 millions d' euros pour la période correspondante en 2007 .",2
"Le développeur de logiciels finlandais Done Solutions Oyj a déclaré que son bénéfice net a augmenté à 3,5 millions d' euros ( 4,6 millions de dollars ) en 2006 par rapport à 2,3 millions d' euros ( 3,0 millions de dollars ) en 2005 .",2
Le bénéfice opérationnel sous-jacent du premier trimestre s' est élevé à 41 mln eur par rapport à 33 mln l' année précédente .,2
"Suite à l' acquisition , Relacom renforcera sa présence en Finlande , desservant les opérateurs et le marché des bureaux avec des services de construction , d' installation et de maintenance de réseaux mobiles et fixes .",2
"Pour les neuf premiers mois de 2010 , le bénéfice net de la société est passé de 30 millions d' euros à 41 millions d' euros pour la période correspondante de 2009 .",2
"HELSINKI ( AFX ) - Le groupe de détail et de gros Kesko a déclaré des ventes nettes de 659,4 mln eur pour février , soit une augmentation de 10,8 pct sur un an .",2
"Toutefois , les ventes nettes en 2010 se sont élevées à 598 .3 millions d' euros , contre 582 .3 millions d' euros en 2009 .",2
"Cependant , les ventes sont revenues à la croissance en avril-juin 2010 , a déclaré le PDG Pekka Eloholma .",2
